# index, label, _pos
6804,"TUMER, T","array([ 63.0547345 , -48.78064587])"
6805,"URBAN, M","array([ 62.60685731, -44.0322316 ])"
6806,"COLOMBO, E","array([ 63.59702212, -49.4688309 ])"
6807,"BURDETT, A","array([ 62.56328424, -49.16037393])"
6808,"WEST, M","array([ 63.3040922 , -49.59369682])"
6809,"ZWEERINK, JA","array([ 63.95927781, -49.47282947])"
6810,"SAMS, B","array([ 50.75265179, -28.73120115])"
6811,"WHITE, WHM","array([ 189.83796926, -180.44110429])"
6812,"SCHLATTL, H","array([ 35.99222401, -32.00694451])"
6813,"BROCCA, C","array([79.13868158, -9.98485375])"
6814,"BETTONI, D","array([ 72.47790856, -16.58404971])"
6815,"RENAUD, N","array([ 76.4119104 , -26.27685545])"
6816,"CABANAC, RA","array([ 80.53008202, -12.1111436 ])"
6817,"PINER, BG","array([ 77.64325565, -44.90970418])"
6818,"KINGHAM, KA","array([ 78.04859255, -46.17811162])"
6819,"WU, M","array([ 73.43005252, -50.28918118])"
6820,"SONG, LM","array([ 78.00824592, -49.17618196])"
6821,"CHAPPELL, D","array([36.05875908, -8.59156108])"
6822,"GOODMAN, AA","array([65.30635675, -2.8148212 ])"
6823,"SIMCOE, R","array([ 73.32423201, -38.73819598])"
6824,"BRAINERD, TG","array([ 54.37807088, -18.03144549])"
6825,"GOLDBERG, DM","array([ 56.42919397, -15.79528068])"
6826,"GORKAVYI, NN","array([ 76.56996232, -23.50477615])"
6827,"TAIDAKOVA, T","array([ 81.22517174, -22.41681601])"
6828,"LARKIN, JE","array([ 59.07727287, -32.32027914])"
6829,"VRTILEK, SD","array([ 53.57873984, -38.83139827])"
6830,"CHENG, FH","array([ 52.65694433, -36.33265125])"
6831,"WHITING, AB","array([ 72.0195713, -24.5574786])"
6832,"THORNTON, K","array([ 48.46843608, -21.08944742])"
6833,"GAUDLITZ, M","array([ 48.7529227 , -21.50295118])"
6834,"JUVELA, M","array([ 50.89498346, -23.815619  ])"
6835,"ABDALLA, E","array([ 233.37627711, -159.65066281])"
6836,"MOHAYAEE, R","array([ 232.40195291, -158.82292752])"
6837,"MCGRAW, PN","array([278.67118231, -48.50824865])"
6838,"WHITE, RE","array([ 48.10601997, -16.81615374])"
6839,"SAVONIJE, GJ","array([ 47.4090319 , -60.93264047])"
6840,"PAPALOIZOU, JC","array([ 45.9218062 , -69.38254712])"
6841,"TURNER, J","array([ 69.58953399, -31.39654402])"
6842,"RAKOS, KD","array([ 86.13252163, -18.20188838])"
6843,"ODELL, AP","array([ 85.95164321, -17.43939645])"
6844,"MORGAN, E","array([ 61.60280189, -42.25910555])"
6845,"GENZEL, R","array([ 64.76361764, -23.58931505])"
6846,"MARTINEZDELGADO, AAJJDCGD","array([187.77684266, 107.32880775])"
6847,"BLECHA, A","array([ 58.50233646, -31.10567087])"
6848,"AIKAWA, Y","array([103.01334093, -34.15651279])"
6849,"UMEBAYASHI, T","array([103.60283905, -34.94064084])"
6850,"NAKANO, T","array([ 96.10447885, -33.81625035])"
6851,"MIYAMA, SM","array([103.67223248, -33.41158029])"
6852,"HARRIS, J","array([ 47.60165021, -22.06097192])"
6853,"LEWIS, BM","array([ 53.16957258, 184.54661435])"
6854,"BEREZHKO, EG","array([ 65.31869502, -66.12126426])"
6855,"KRYMSKY, GF","array([ 66.29541851, -73.53814402])"
6856,"YELSHIN, VK","array([ 67.15476811, -73.8343685 ])"
6857,"KSENOFONTOV, LT","array([ 67.85199056, -73.21131125])"
6858,"WEISHEIT, GNCJC","array([ 77.12744477, -28.90192024])"
6859,"MARTINEZ, P","array([ 48.44564575, -43.21770004])"
6860,"BREUER, F","array([ 46.36545719, -50.80725268])"
6861,"ALWIS, DD","array([ 45.95162423, -50.45024549])"
6862,"HAUPT, H","array([ 46.57977422, -51.34740801])"
6863,"GABRIEL, M","array([254.33596439,   8.22331047])"
6864,"QUIRRENBACH, A","array([ 67.07166955, -29.90956811])"
6865,"CECIL, G","array([ 70.47646405, -23.78853873])"
6866,"BRAATZ, JA","array([ 70.08224302, -35.14671472])"
6867,"DONAS, J","array([ 64.38925355, -18.69392   ])"
6868,"GALAMA, TJ","array([ 60.05177956, -36.08282155])"
6869,"GROOT, PJ","array([ 59.37907151, -36.386669  ])"
6870,"JUDGE, PG","array([10.57670213, -4.04848065])"
6871,"WILHELM, K","array([ 5.60609701, -1.42621431])"
6872,"YILDIZ, M","array([-127.41111628, -109.8163838 ])"
6873,"KIZILOGLU, N","array([-126.34316201, -111.12043746])"
6874,"MONTES, X","array([ 45.32773592, -31.74106929])"
6875,"KOBULNICKY, HA","array([ 72.87313488, -26.88151606])"
6876,"ANNIS, J","array([ 60.27345695, -27.16798062])"
6877,"PARADIJS, PPN","array([ 61.86082454, -27.89998696])"
6878,"CARVALHO, RD","array([ 54.26188747, -25.94958439])"
6879,"DJORGOVSKI, S","array([ 55.95129132, -37.29867745])"
6880,"MUSELLA, I","array([ 48.41943974, -19.27150093])"
6881,"UFSC, IADDF","array([ 67.53644158, -13.37552533])"
6882,"OBSERVATORY, BRG","array([ 68.80996105, -14.69141138])"
6883,"GECKELER, RD","array([ 69.243945  , -47.24985261])"
6884,"HILLAS, M","array([ 69.63369835, -47.4380537 ])"
6885,"KATAJAINEN, S","array([ 68.91197813, -47.52165849])"
6886,"MARSHALL, F","array([ 63.37383683, -45.46529347])"
6887,"PAUBERT, G","array([ 69.25757181, -47.75487417])"
6888,"TERAESRANTA, H","array([ 67.99652107, -40.55740355])"
6889,"MATSUO, H","array([ 69.15547733, -35.97246685])"
6890,"TEUBEN, P","array([ 73.31330909, -36.1367062 ])"
6891,"ZHAO, JH","array([ 70.27868253, -33.94855013])"
6892,"ZYLKA, R","array([ 71.54954979, -32.38785144])"
6893,"CAPETTI, A","array([ 71.33913014, -35.58905633])"
6894,"SPARKS, WB","array([ 67.8087348 , -29.31717357])"
6895,"MACCHETTO, F","array([ 67.73350165, -30.35106238])"
6896,"SPARKS, W","array([ 60.6049201 , -34.17081067])"
6897,"BAKER, AC","array([ 74.02877101, -24.50592931])"
6898,"VILLATA, M","array([ 65.74135757, -41.03655953])"
6899,"RAITERI, CM","array([ 65.56779776, -41.18673336])"
6900,"BOSIO, S","array([ 68.26889619, -40.30135296])"
6901,"FRANCESCO, GD","array([ 65.79651423, -39.49225414])"
6902,"LATINI, G","array([ 67.96430832, -40.89259717])"
6903,"MAESANO, M","array([ 66.50024906, -40.84667945])"
6904,"MASSARO, E","array([ 64.99787045, -40.3785692 ])"
6905,"MONTAGNI, F","array([ 66.71929969, -41.13948888])"
6906,"NESCI, R","array([ 66.38251085, -39.65238104])"
6907,"TOSTI, G","array([ 66.95867417, -41.4358744 ])"
6908,"FIORUCCI, M","array([ 68.35147467, -40.99658032])"
6909,"TREVES, LMA","array([ 68.38332507, -40.62573685])"
6910,"SOKER, N","array([ 46.72366491, -54.47724308])"
6911,"RENGARAJAN, TN","array([ 50.8045609 , -63.27701658])"
6912,"MODERSKI, R","array([ 58.06951226, -45.62439091])"
6913,"CHAPMAN, SC","array([ 70.54013503, -27.25468462])"
6914,"BURLEY, GS","array([ 82.16484095, -22.53359077])"
6915,"WALKER, GAH","array([ 77.42748786, -21.82031316])"
6916,"TORNKVIST, O","array([34.0893935 , -9.79144965])"
6917,"RINGWALD, FA","array([ 53.46968407, -38.07942675])"
6918,"ROLLESTON, WRJ","array([ 51.8286639, -40.5151249])"
6919,"SAFFER, RA","array([ 58.66509951, -37.42046417])"
6920,"BECQUAERT, J","array([71.10328993, -5.55364331])"
6921,"VERNET, J","array([ 70.40842561, -31.39742674])"
6922,"DENNETTTHORPE, J","array([ 77.08050109, -33.34072097])"
6923,"BRIDLE, AH","array([ 70.86904321, -32.62112084])"
6924,"SCHEUER, PAG","array([ 81.98439437, -33.4590156 ])"
6925,"LAING, RA","array([ 81.59132444, -33.74396477])"
6926,"KEEL, RAWWC","array([ 74.11443009, -29.43099242])"
6927,"FEAST, M","array([ 57.45579741, -54.2154516 ])"
6928,"SYLOSLABINI, F","array([69.01877774, -0.21694924])"
6929,"CASCONE, E","array([ 61.0416821 , -20.22388493])"
6930,"CORTECCHIA, F","array([ 60.66792429, -21.38945273])"
6931,"LORENZETTI, D","array([ 55.3101733 , -22.66091127])"
6932,"MANCINI, D","array([ 60.69477501, -21.06563254])"
6933,"PARRY, I","array([ 65.07746761, -26.92827022])"
6934,"PICHE, F","array([ 60.63452706, -20.70798154])"
6935,"VITALI, F","array([ 60.99077958, -21.52146705])"
6936,"SILVA, G","array([ 50.05750774, -64.82971277])"
6937,"FALOMO, R","array([ 63.3713239 , -35.75319518])"
6938,"STORM, J","array([ 52.34363814, -23.74716486])"
6939,"SANTIAGO, DI","array([ 76.13466112, -71.62859082])"
6940,"KALLIGAS, D","array([ 74.20861375, -67.2692811 ])"
6941,"FEINSTEIN, A","array([ 38.72626307, -13.45200885])"
6942,"IBANEZ, J","array([ 46.52312883, -31.62406445])"
6943,"LAZKOZ, R","array([ 37.52930165, -22.29773839])"
6944,"GUENTHER, U","array([154.32099041, 143.80440045])"
6945,"ZHUK, A","array([155.92963368, 143.84774549])"
6946,"MORSINK, SM","array([ 47.00443361, -50.82528754])"
6947,"FOGLI, GL","array([ 28.14279473, -24.78300471])"
6948,"ULLIO, P","array([ 46.09457299, -31.85305515])"
6949,"LAZARIDES, G","array([42.93699608, -6.5854979 ])"
6950,"VLACHOS, ND","array([ 43.88838206, -10.77262195])"
6951,"BERN, Z","array([ 40.715515  , -15.99366895])"
6952,"PERELSTEIN, M","array([ 39.67515106, -13.64969236])"
6953,"LI, GQ","array([ 40.37428003, -40.11031686])"
6954,"LEE, CH","array([ 47.06003942, -36.55653194])"
6955,"KIFUNE, T","array([ 61.011501  , -47.35378551])"
6956,"DAZELEY, SA","array([ 60.67874175, -46.14220459])"
6957,"HARA, T","array([ 60.39867309, -46.32723392])"
6958,"HAYAMI, Y","array([ 60.78917903, -46.79194703])"
6959,"KAMEI, S","array([ 61.2830333 , -46.81307018])"
6960,"KITA, R","array([ 60.71650469, -47.12150344])"
6961,"MASAIKE, A","array([ 58.24781158, -44.94699532])"
6962,"MATSUOKA, Y","array([ 60.49217064, -47.31775083])"
6963,"MURAISHI, H","array([ 60.77605578, -43.98051363])"
6964,"NAITO, T","array([ 60.6435152 , -45.43149093])"
6965,"NISHIJIMA, K","array([ 60.85876865, -44.53400219])"
6966,"OGIO, S","array([ 61.45807466, -44.04127976])"
6967,"PATTERSON, JR","array([ 60.79021463, -44.24579702])"
6968,"ROBERTS, MD","array([ 61.20623067, -49.33905922])"
6969,"ROWELL, GP","array([ 60.55330563, -44.42837423])"
6970,"SAKO, T","array([ 61.07176333, -44.42481839])"
6971,"SAKURAZAWA, K","array([ 61.01291244, -44.10075044])"
6972,"SUSUKITA, R","array([ 60.5139089 , -44.18853366])"
6973,"SUZUKI, A","array([ 61.02227036, -43.70121057])"
6974,"SUZUKI, R","array([ 60.50406922, -46.65624723])"
6975,"TAMURA, T","array([ 62.19924135, -43.12148486])"
6976,"TANIMORI, T","array([ 61.4613813 , -44.40662344])"
6977,"THORNTON, GJ","array([ 61.20423957, -43.89721445])"
6978,"YANAGITA, S","array([ 61.26939284, -44.24629411])"
6979,"YOSHIDA, T","array([ 58.40652388, -48.24228358])"
6980,"YOSHIKOSHI, T","array([ 61.30784438, -46.46351659])"
6981,"MEZA, A","array([ -94.07321206, -129.22238024])"
6982,"ZAMORANO, N","array([ -95.47278779, -128.47156835])"
6983,"LIN, D","array([ 64.94147391, -40.7689466 ])"
6984,"TROTTER, AS","array([ 70.2693096 , -33.66466883])"
6985,"ZHENG, XW","array([ 77.35350233, -37.33639442])"
6986,"MARDONES, D","array([60.28347997, -9.08677578])"
6987,"TAFALLA, M","array([ 60.25797939, -10.33257717])"
6988,"WILNER, DJ","array([ 67.42442814, -18.08231214])"
6989,"GARAY, G","array([ 57.09744393, -14.53541804])"
6990,"FIOC, M","array([ 63.03615589, -13.46336619])"
6991,"ROCCAVOLMERANGE, B","array([ 66.85982779, -26.08480461])"
6992,"THOMAS, VCPA","array([ 69.92637127, -17.17298313])"
6993,"JENKINS, AR","array([ 69.40507127, -17.2987652 ])"
6994,"HUTCHINGS, RM","array([ 70.10062338, -17.51655151])"
6995,"SPAGNA, A","array([ 50.26353615, -33.25969045])"
6996,"SOZZETTI, A","array([ 50.18751799, -32.86949526])"
6997,"AL, TICSSE","array([131.70062422, 137.93549671])"
6998,"AL, TICPGE","array([ -56.36760758, -181.36403056])"
6999,"AL, TICSOE","array([-127.68797826, -134.98247585])"
7000,"AL, TICMRE","array([ 213.08169007, -156.55604003])"
7001,"CHAN, H","array([-92.93571451, 120.5685717 ])"
7002,"TSOU, S","array([-91.6802349 , 120.21296716])"
7003,"MUNOZ, JM","array([ 75.37054079, -27.50876565])"
7004,"AL, TICBME","array([219.52775978,  84.4591148 ])"
7005,"HENRY, RBC","array([ 37.8077782 , -31.10445149])"
7006,"KWITTER, KB","array([ 37.00108431, -31.26989942])"
7007,"BUELL, J","array([ 29.70980837, -30.7849237 ])"
7008,"CASSIDY, M","array([ 58.66075206, -59.31974321])"
7009,"FOWLER, JW","array([ 59.99912759, -55.41341962])"
7010,"JUI, CH","array([ 58.27175259, -58.88283968])"
7011,"SAGAN, C","array([ 68.4357493 , -55.24913985])"
7012,"ARENOU, F","array([ 38.39000022, -24.92146558])"
7013,"LINDEGREN, L","array([ 45.0507798 , -23.73138155])"
7014,"LURI, X","array([ 43.3700514 , -19.99815391])"
7015,"SEGRETO, A","array([ 60.12273782, -40.73546797])"
7016,"PIRAINO, S","array([ 63.94315212, -39.93932359])"
7017,"SORDO, SD","array([ 61.46101889, -39.2169303 ])"
7018,"SCHUBNELL, M","array([ -13.89429767, -230.50781651])"
7019,"VANDENBERGH, S","array([ 53.14966274, -23.56143313])"
7020,"PETITPAS, GR","array([ 50.91957829, -13.77082842])"
7021,"WEBB, TM","array([ 47.70332204, -13.54777557])"
7022,"WOODWORTH, SC","array([ 47.92991181, -13.03246675])"
7023,"LOPEZ, JC","array([-13.71770147, 169.99245718])"
7024,"HESS, PO","array([-13.88779534, 171.50974468])"
7025,"TURBINER, A","array([-12.19950502, 170.92848021])"
7026,"FAVATA, F","array([ 54.60472306, -36.42418054])"
7027,"VINK, J","array([ 63.74277245, -41.29731511])"
7028,"SANTANGELO, A","array([ 62.90602847, -39.47708922])"
7029,"PREITEMARTINEZ, A","array([ 61.35068586, -42.52236911])"
7030,"KAASTRA, JS","array([ 59.96475596, -38.72881095])"
7031,"BLEEKER, JAM","array([ 61.55033102, -38.35780869])"
7032,"MICELA, G","array([ 53.039834  , -42.44840768])"
7033,"SCIORTINO, S","array([ 49.90416017, -47.09302343])"
7034,"MAGGIO, A","array([ 50.369557  , -47.19746463])"
7035,"PERES, G","array([ 46.74132633, -46.55748844])"
7036,"SNEDEN, C","array([ 46.07718709, -27.19329901])"
7037,"MEWE, R","array([ 60.26096237, -37.06878264])"
7038,"BRICKHOUSE, NS","array([ 52.16093866, -39.07858531])"
7039,"DUPREE, AK","array([ 55.90774807, -32.6760047 ])"
7040,"SILVA, L","array([ 66.91376992, -20.32826863])"
7041,"MALAGUTI, G","array([ 64.2790119 , -35.49653202])"
7042,"LEE, KW","array([ 28.3325234 , -46.09427678])"
7043,"LEE, H","array([ 37.11708516, -40.49059318])"
7044,"RUTLEDGE, GA","array([ 58.51585063, -23.87752146])"
7045,"COPIN, Y","array([ 68.90489478, -27.11820941])"
7046,"JOGEE, S","array([57.2416257 , -8.55287877])"
7047,"MALZAC, J","array([ 71.93013012, -45.18186563])"
7048,"NICASTRO, F","array([ 65.26182144, -37.86399134])"
7049,"KRUIT, PCVD","array([ 53.2064602 , -11.71687374])"
7050,"KAWAI, A","array([ 87.91638912, -38.84040358])"
7051,"TAIJI, M","array([ 87.87004158, -38.08000913])"
7052,"SUGIMOTO, D","array([ 87.73237638, -37.35615543])"
7053,"AUSSEL, H","array([ 67.32814661, -21.63566046])"
7054,"CESARSKY, CJ","array([ 68.97278796, -23.80946194])"
7055,"BUCHLER, JR","array([ 51.47885209, -14.5619245 ])"
7056,"YECKO, PA","array([48.28780877, -5.01889424])"
7057,"KOLLATH, Z","array([50.67029173, -9.99501195])"
7058,"VRBA, FJ","array([ 54.67595402, -35.95295442])"
7059,"WOLK, SJ","array([ 46.23161456, -36.24784691])"
7060,"NEUHAUSER, R","array([ 46.53883159, -35.902654  ])"
7061,"MALIN, DF","array([ 67.79249985, -30.9778704 ])"
7062,"THE, LS","array([ 53.49785634, -47.6145533 ])"
7063,"LEISING, MD","array([ 59.29460354, -48.74571786])"
7064,"BHATTACHARYA, D","array([ 62.64768009, -41.90151169])"
7065,"COHEN, AG","array([ 40.39065101, -45.32824719])"
7066,"GLASHOW, SL","array([ 40.13941049, -36.65944652])"
7067,"HOOGERWERF, R","array([ 51.273691 , -18.2612551])"
7068,"LUB, J","array([ 50.41952939, -18.86735883])"
7069,"BLAAUW, A","array([ 55.09445902, -25.64250316])"
7070,"POOLE, RSL","array([ 50.79519409, -18.73680597])"
7071,"AGUILAR, LA","array([ 50.03165953, -17.13709329])"
7072,"FUKASAKU, K","array([-138.52914197,  -72.31689725])"
7073,"FUJITA, T","array([-139.46396683,  -71.05243878])"
7074,"NEVALAINEN, J","array([ 71.62626162, -42.56978487])"
7075,"ESIN, A","array([ 68.53241335, -41.27428266])"
7076,"SMITH, DM","array([ 64.87223429, -45.25633518])"
7077,"MORETTI, M","array([ 28.18670084, -36.06515302])"
7078,"VILLANTE, FL","array([ 35.72446556, -34.57020988])"
7079,"MATTEI, ZKJRBTSJ","array([-55.48437324, 121.81641551])"
7080,"CHAPPELL, DW","array([ 41.43156354, -24.55854785])"
7081,"KANDRUP, HE","array([-131.43902629,   30.58857775])"
7082,"KERSTEIN, AR","array([ 34.18589501, -39.02419056])"
7083,"BRIGGS, F","array([ 63.87055225, -20.41503048])"
7084,"ALLEN, GE","array([ 65.32295139, -48.57114195])"
7085,"MARSDEN, D","array([ 64.50621575, -45.73013751])"
7086,"GRUBER, DE","array([ 65.59463493, -47.83081281])"
7087,"PELLING, MR","array([ 66.08877072, -49.11810647])"
7088,"BLANCO, PR","array([ 65.52413454, -46.19733013])"
7089,"MILNE, PA","array([ 57.2796698 , -52.46516498])"
7090,"THE, L","array([ 56.98184333, -58.56518111])"
7091,"DORAN, C","array([ 75.89409787, -20.1407113 ])"
7092,"HARRIS, M","array([ 53.81069963, -11.12415436])"
7093,"WANG, J","array([ 67.09790325, -19.34281693])"
7094,"SCANNAPIECO, ES","array([63.06586999, -1.77748616])"
7095,"SERRE, T","array([ 46.91202697, -14.22768182])"
7096,"MATTEI, J","array([ 50.40442777, -25.70292478])"
7097,"CAMPBELLWILSON, D","array([ 68.73895717, -39.9141374 ])"
7098,"BOWERS, EJC","array([ 49.02079644, -37.25208927])"
7099,"MEIKLE, WPS","array([ 52.36699202, -38.37601908])"
7100,"WALTON, NA","array([ 53.29126444, -33.69849743])"
7101,"HOWELL, SB","array([ 46.72924743, -38.28002515])"
7102,"BUELL, JF","array([ 36.50215462, -35.77855754])"
7103,"CHIU, J","array([ 59.063364 , -49.0378583])"
7104,"STOLLBERG, M","array([ 58.03112252, -48.38257245])"
7105,"MITROFANOV, IG","array([ 62.32383096, -50.91612928])"
7106,"LITVAK, ML","array([ 61.89654344, -50.77471844])"
7107,"USHAKOV, DA","array([ 64.39608024, -59.1718107 ])"
7108,"BUTCHER, JA","array([ 69.2147551 , -37.19908812])"
7109,"WARWICK, RS","array([ 69.07659418, -35.63009046])"
7110,"COLLABORATION, A","array([213.37135004,  83.9378021 ])"
7111,"AL, WFVAE","array([215.81381656,  54.78466885])"
7112,"SHRADER, CR","array([ 58.92848086, -40.58508152])"
7113,"ZAMBONI, A","array([ 45.0065548 , -22.78782066])"
7114,"OFFER, AR","array([ 75.72953033, -25.48629185])"
7115,"DEELEY, K","array([ 77.19195234, -24.22828819])"
7116,"MAROM, A","array([48.94030752, -5.06484334])"
7117,"MACGIBBON, JH","array([ 41.74993875, -27.82021585])"
7118,"KOLOKOTRONIS, E","array([63.49224135, -8.89942879])"
7119,"SWATERS, RA","array([ 64.97896206, -11.19835821])"
7120,"SANCISI, R","array([69.49131149, -6.4363649 ])"
7121,"MALKOV, MA","array([ 84.89180049, -45.36096587])"
7122,"FERRERAS, I","array([ 60.10666191, -15.81142958])"
7123,"MAGRIS, G","array([ 56.31113058, -41.4297004 ])"
7124,"ALTAN, H","array([ 59.73859943, -26.43389886])"
7125,"CHEN, H","array([ 56.2969819 , -30.36402988])"
7126,"ORTIZGIL, A","array([ 62.38063374, -22.42934142])"
7127,"WEBB, J","array([ 58.81843436, -25.66047616])"
7128,"YAHATA, N","array([ 60.08661365, -27.81349002])"
7129,"BECKERT, T","array([ 43.91252379, -43.3457551 ])"
7130,"MIGNANI, RP","array([ 56.12492221, -34.03474363])"
7131,"GUARNIERI, A","array([ 58.52252917, -36.27009324])"
7132,"MASETTI, N","array([ 60.37832134, -36.02222838])"
7133,"PICCIONI, A","array([ 58.45165164, -36.5912061 ])"
7134,"GOROSABEL, J","array([ 59.48882184, -35.59973525])"
7135,"DORAN, CJL","array([ 75.92584853, -20.61207664])"
7136,"CHALLINOR, AD","array([ 75.40574086, -20.17145885])"
7137,"VACCA, W","array([ 58.49682465, -32.84845628])"
7138,"GANGADHARA, RT","array([ 78.5098821 , -52.72951573])"
7139,"WINGE, C","array([ 70.40366431, -31.00979554])"
7140,"DOTY, SD","array([68.40954304, -5.56159036])"
7141,"KOEHLER, S","array([ 52.17149377, -37.11147549])"
7142,"RODRIGUEZPASCUAL, P","array([ 53.15975542, -38.78871609])"
7143,"ROUEFF, F","array([ 34.24828003, -13.70738666])"
7144,"POPOWSKI, PA","array([ 68.69891638, -15.71092695])"
7145,"MACOMB, DJ","array([ 64.87446341, -47.20554169])"
7146,"CARRARO, G","array([ 50.02462246, -20.45107339])"
7147,"PORTINARI, L","array([ 54.00911812, -13.883874  ])"
7148,"HATTON, SJ","array([ 78.42116966, -16.44837422])"
7149,"SILICH, SA","array([ 55.84467835, -25.68299963])"
7150,"REPIN, SV","array([ 44.57058227, -47.37999076])"
7151,"WEILAND, JL","array([ 66.11584924, -11.20080871])"
7152,"BRODD, S","array([66.26029741, -8.03973427])"
7153,"KELSALL, T","array([ 65.76845518, -10.96380279])"
7154,"LEISAWITZ, DT","array([66.73855168, -7.96614089])"
7155,"JENSEN, KA","array([65.76832708, -7.99020872])"
7156,"BIETENHOLZ, MF","array([ 73.22972654, -41.00342667])"
7157,"KASSIM, N","array([ 73.08555601, -49.77542554])"
7158,"ERICKSON, WC","array([ 72.75002941, -42.33253458])"
7159,"HAJIAN, AR","array([ 66.9423868 , -38.55996587])"
